,CIA,ClimateEnvoy,CommerceGov,DeptofDefense,DeptVetAffairs,DHSgov,ENERGY,EPA,HHSGov,HUDgov,Interior,OMBPress45,op.ed,POTUS,SBAgov,SecBlinken,SecCardona,SecDef,SecFudge,SecGranholm,SecMayorkas,SecRaimondo,SecretaryPete,SecVilsack,SecYellen,StateDept,TheJusticeDept,USAmbUN,USDA,USDOL,usedgov,USTradeRep45,USTreasury,VP,WHCOS
21,0.513175389,-0.407295279,-0.025274152,0.412129481,0.194226553,-0.053181519,-0.107968106,-0.06924613,-0.004722415,0.739158122,-0.059696573,0.512065608,-0.542830732,-0.309710865,3.81E-05,-0.303058767,-0.294958913,-0.056275752,-0.127879,-0.224156322,-0.332240602,-0.369044741,-0.360892214,-0.360057596,-0.535679741,-0.204140109,0.819345158,-0.321519729,0.015062831,-0.167920542,-0.02492994,0.83262206,0.128835897,-0.310970474,-0.072025729
22,-0.038941397,-0.028127521,0.336840554,-0.007559115,0.069471546,0.10313981,-0.021742349,0.245428342,0.117438502,-0.4061415,-0.113567928,0.087554402,-0.577441267,-0.537001539,0.229963497,0.179787163,-0.136774395,0.01070757,0.018347323,-0.251417322,-0.077210181,0.186143271,-0.26540713,-0.019928776,-0.174054137,0.087116375,0.468172727,-0.107682218,0.081740636,0.099053259,0.159465859,0.160668704,0.007830197,-0.269660593,-0.35145255
23,-0.266191601,0.267704395,0.125038058,-0.120834528,-0.180717044,-0.196378527,0.261250208,0.159952199,-0.076575118,0.027282073,0.256022807,-0.199137702,-0.622444378,-0.00125792,0.027717419,0.380092328,0.366212656,0.134786675,0.176519632,0.394891889,0.138247942,0.372253827,0.238345279,0.31156812,0.12458238,-0.007124434,-1.102378742,-0.12541091,0.064119258,-0.181894886,0.298963755,-0.041578105,-0.22472237,-0.201895297,-0.135638354
24,-0.231052812,0.20007011,0.057749834,-0.131587716,-0.183330835,-0.112566919,0.253462613,0.125804809,-0.208616148,0.007658159,0.165602906,-0.148890471,-0.623858131,0.036333496,-0.124947969,0.334142072,0.38711985,0.130183073,0.247830694,0.425907025,0.258105407,0.338294954,0.242643819,0.267472122,0.135588139,-0.056404358,-0.900634922,-0.081300542,0.031296539,-0.114836414,0.249407613,-0.029301641,-0.203091895,-0.119057915,-0.067312422
25,-0.314946929,0.347388049,0.143614342,-0.241893305,-0.247466372,-0.114092353,0.23134371,0.165164047,-0.051953881,-0.020776911,0.183583891,-0.309881812,-0.703258725,-0.048870684,0.133155552,0.505346472,0.271187306,0.057945013,0.270888548,0.284122507,0.242646782,0.416425534,0.153688054,0.398635932,0.05754724,0.069297488,-0.895419049,0.152414831,0.078721724,-0.135986448,0.331389558,-0.226060999,-0.340777677,-0.19597123,-0.265318352
26,-0.291307488,0.259514733,0.078084468,-0.174669952,-0.308113362,-0.139992026,0.357548957,0.117872445,-0.103358097,-0.064636812,0.210210993,-0.225407907,-0.640752343,-0.033890839,-0.035591681,0.48111064,0.380469594,0.137901853,0.105367505,0.495362037,0.238913388,0.383073856,0.197153576,0.287005183,0.117454953,0.043148322,-0.861177149,0.022849648,0.025708253,-0.224306097,0.313942527,-0.070851828,-0.276884929,-0.146059659,-0.186656688
27,0.081933192,0.080190492,-0.01924629,0.041961145,-0.094738288,-0.007957097,-0.097137932,0.08513867,-0.095569665,-0.041411641,0.06282398,0.125198692,0.333423622,0.138779543,-0.335371254,0.065595393,-0.156094759,0.024708777,0.128770586,0.063538748,-0.116484759,0.147395315,0.144584002,-0.063951148,-0.002547638,0.056042191,0.13380443,0.066966256,-0.072821805,-0.133061407,-0.233264798,-0.13408337,0.061774341,0.202723693,0.085538962
28,-0.31140175,0.390115516,-0.205527128,-0.218718173,-0.261053071,-0.158130452,-0.100949845,-0.210540941,-0.150124346,-0.015699945,-0.178217354,-0.210926122,0.079958212,0.928187566,-0.27965506,0.431095284,0.292118284,0.345735261,0.545107689,0.126908351,0.364841668,0.227395636,0.146742742,0.335069914,0.761231186,0.005372193,-0.477814002,0.430380031,-0.214859112,-0.384039103,-0.152411471,-0.399540529,-0.26237402,0.688991082,0.140459903
29,-0.233670411,0.43560103,-0.210754145,-0.341374551,-0.551243489,0.081653103,0.212348978,0.055059131,-0.333383691,-0.1484474,-0.173970685,-0.397956278,-0.03338032,0.404067772,-0.349695775,0.710621582,0.29106142,0.254763689,0.000909656,0.369431061,0.539678922,0.505941015,0.247233122,0.23390021,0.54624758,0.340474664,-0.608629318,0.385634384,-0.041034759,-0.089969365,-0.084396273,-0.399653556,-0.313406957,0.473599529,-0.235339241
30,-0.166864427,-0.115777743,-0.085243257,-0.332524247,0.069785835,0.145108855,0.070442519,0.140658406,0.809965958,0.048920061,0.092560412,-0.331319337,-0.28975533,-0.119067966,0.505260249,-0.258496434,0.099286635,-0.217784836,-0.160980527,-0.108178479,-0.031002361,-0.150867547,-0.103771675,-0.127822831,-0.331684804,-0.259544154,-0.166553092,-0.175248446,0.082701846,0.205825586,0.408595026,-0.396453094,-0.27095478,-0.042246114,-0.218005119
31,0.305592997,0.032886744,-0.075678855,-0.032099117,0.034879235,-0.066740159,-0.008526208,-0.139011494,-0.082532164,-0.086660124,-0.103010809,-0.06177361,1.644926916,0.273493319,-0.238998576,0.120059951,0.003736063,0.138073353,0.050827974,0.034977146,-0.000547483,0.113490833,0.076734089,0.069290542,0.270819951,0.142722956,-0.280681975,0.19149984,-0.133739449,-0.223049358,-0.126766088,-0.201324617,-0.153402956,0.278661983,0.235953851
32,-0.183672668,-0.070158903,-0.057643147,-0.13207183,-0.105929812,-0.014444692,-0.076857738,-0.061317971,0.06957956,-0.017818059,-0.057111298,-0.177047838,0.66305235,0.330909536,-0.145867038,0.057271372,0.302355398,0.090161928,0.141317208,-0.039215608,0.279072213,0.178784119,0.076421113,0.22223106,0.512856596,0.043776841,-0.401654005,0.195759881,-0.129960548,-0.101844843,0.112494747,-0.328679575,-0.224606663,0.417283,0.021843702
33,-0.039058679,0.240515249,-0.063089223,-0.299679712,0.040814642,0.037934579,-0.018662353,-0.027367524,0.147933477,-0.037880453,0.006974657,-0.259682064,0.779252217,0.146798715,-0.121195593,0.033281604,0.287926021,0.012393519,0.014298282,0.083912315,0.192077112,0.286172044,0.137722408,0.162595863,0.45038919,0.091626789,-0.574264934,0.170498257,0.058231491,-0.216502533,-0.040721715,-0.490989779,-0.33112123,0.383103701,0.157098462
34,-0.234731258,0.333193402,0.113593065,-0.109501218,-0.370004918,0.030162964,0.160878528,0.088407257,0.179648375,-0.197161819,0.018774683,-0.493295,0.095124763,0.058933054,-0.017077532,0.476425333,-0.010465069,0.188216133,0.214976759,0.065117494,0.11507311,0.142537146,-0.0512438,0.075232458,0.432379222,0.24830583,-0.322405417,0.447474791,-0.095363952,-0.095452605,0.064757446,-0.621211371,-0.468301708,0.168079613,-0.146462409
35,0.067453389,-0.060038601,0.074419874,-0.032632064,-0.03516828,-0.024905884,0.037072189,0.136031742,0.061499548,0.11457893,0.376931997,-0.118072992,-0.184011475,-0.084305418,-0.074492674,-0.154793525,0.041878883,-0.095018161,-0.090046892,-0.015060288,-0.085994516,-0.151344355,-0.103178185,-0.074619297,-0.064630926,-0.115416152,0.057718165,-0.092665265,0.057680041,0.043070577,0.087852027,-0.132926318,-0.102754038,-0.119124979,-0.011256907
36,0.032263166,-0.026664548,-0.034907562,-0.178889475,-0.103966283,-0.051390426,0.078301713,-0.007227272,-0.07701035,-0.0008657,-0.063808777,-0.0279943,-0.053254166,0.073779988,0.102523223,-0.147186957,0.038837244,-0.172156641,0.056884026,0.18336334,-0.103000969,-0.004788845,0.034135291,0.063136977,0.039052526,-0.151907068,0.314905787,-0.108536641,0.006423303,-0.025598554,0.057448951,-0.034343549,0.119632476,0.015510564,0.02929545
37,-0.119960087,0.395598509,0.101424218,-0.152129136,-0.145607392,-0.096867375,0.545248307,-0.034730452,-0.004117918,0.00297679,-0.079468729,-0.160183867,-0.188959477,0.023194281,-0.039353706,-0.19312231,-0.008109285,-0.19921535,0.104105652,0.719513871,-0.15741287,0.292720217,0.277199766,0.063278276,0.094586933,-0.115301554,-0.208349076,-0.149102163,-0.021764188,-0.049313752,0.003308083,-0.098128781,-0.073453597,0.011091915,-0.037500056
38,-0.01877857,-0.017688556,0.061800185,-0.136189318,-0.123073628,-0.084052195,0.107324143,-0.003471525,-0.067126775,-0.093440878,-0.012731169,-0.146018793,0.037593334,0.235722899,-0.150085558,-0.156467835,0.058551597,-0.070648736,0.019072839,0.281416101,-0.022436431,0.217855637,0.207191104,0.263550794,-0.000100384,-0.13846337,-0.209013026,-0.124867568,0.199893064,-0.010212615,0.005701037,-0.025634677,-0.077026807,0.144885526,0.072601253
39,0.075457805,-0.074460422,0.049788134,0.244413914,-0.07820044,-0.003341086,-0.052007337,-0.020785812,-0.046979047,-0.038094869,0.149644921,0.104340371,-0.102228428,-0.056518297,-0.085996752,-0.113426765,0.019581447,0.085108092,-0.017941892,-0.07198736,-0.089609479,0.098945501,-0.074936947,-0.119763066,-0.006854557,-0.09180151,-0.120223276,-0.070412805,-0.036904717,0.075037586,0.066567187,-0.007135843,0.199051551,-0.002450475,-0.035271268
40,-0.017750043,-0.107845559,0.044453936,-0.016052504,-0.088461204,-0.015660613,0.045366606,0.09357002,0.303423655,-0.030264472,0.020238402,0.051481919,-0.185092415,0.009150219,-0.099588095,-0.096861626,0.088761918,-0.074871228,-0.036720128,-0.015467285,0.047487632,-0.000881394,-0.037435141,-0.029333399,-0.028935985,-0.076444281,-0.093457048,-0.021358848,-0.020920826,-0.014647146,0.107354796,-0.037321815,0.082037253,-0.009056564,-0.065480878
41,0.055017928,0.064055967,-0.061942842,0.02795092,-0.093627057,0.054515175,-0.052231765,-0.065502752,-0.036097723,-0.056838032,-0.017583349,-0.049901485,0.593093142,0.211716849,-0.184922032,0.157029803,-0.120189905,0.149473113,-0.027183743,0.023303728,0.05831483,0.132627838,0.107848125,0.036649135,0.114230771,0.184505716,-0.234773566,0.08347406,-0.061214425,-0.049575612,-0.140307786,-0.150884662,-0.10604531,0.124077546,0.137553443
42,0.133697091,-0.084264422,-0.043545978,0.03518857,0.302426566,0.013686563,-0.109651978,0.001750533,-0.099712634,0.040828938,-0.049895363,-0.111433182,0.051943412,-0.065915737,-0.088246643,-0.02648178,0.044057684,0.063007509,0.020101858,-0.090782199,0.134541893,-0.077820283,-0.112785661,-0.049995071,0.041482637,-0.025498184,0.186457492,-0.032779015,0.018270243,-0.088473549,0.062719841,-0.123151048,-0.056578423,-0.027866565,0.006334276
43,0.065896311,-0.128559874,-0.097033159,-0.027077762,-0.020178957,-0.022279785,-0.045334514,0.002144979,0.399653607,0.050637499,0.095741032,-0.177495486,-0.209346407,0.056447906,0.077355999,-0.16178503,0.083419347,-0.049117703,-0.089708317,-0.116359792,-0.118432438,-0.199828821,-0.066307421,-0.064375799,-0.097219456,-0.081152373,-0.120211394,-0.088749702,0.043886964,0.048730143,0.217312894,-0.151256636,-0.051166992,-0.02523643,-0.003916912
44,-0.003280849,-0.030787384,0.033455073,-0.052876561,-0.008792966,-0.04992876,0.162537487,0.042737631,0.017604535,-0.061147759,0.029078308,-0.092773895,-0.167770678,-0.001240944,0.007778967,-0.184781246,0.096150926,-0.088868889,-0.064371778,0.132215685,-0.053074133,0.072774611,0.111915735,0.112644022,0.072842545,-0.181982754,-0.086372409,-0.154736973,0.16253119,0.057770578,0.051014148,0.015923506,-0.008416422,-0.076977091,0.006673843
45,0.146131059,-0.068275503,0.036603446,0.321635485,0.053758413,0.117746773,-0.052841753,0.028478064,-0.01205099,-0.017083417,0.016925729,-0.086273553,-0.41752185,-0.137465708,0.000469076,-0.031490596,-0.052016326,0.303657815,-0.118090914,-0.113188555,0.001692026,-0.096697952,-0.091222411,-0.049627923,-0.130781668,-0.131586856,-0.019971034,-0.13734433,0.059025327,-1.73E-05,-0.03241604,-0.021110573,-0.039317894,-0.104604477,-0.044694686
46,0.01904252,-0.109556751,-0.026895136,-0.075665187,-0.067002373,-0.001686724,0.099541797,0.125336442,0.220561736,0.107571255,0.048610541,0.499246083,0.352214224,-0.070542477,0.02055057,-0.209025362,0.107591447,-0.098029338,0.089584913,0.142530679,-0.072581115,-0.115436882,-0.054422125,-0.05502363,-0.085823009,-0.176975781,-0.12221928,-0.215269067,0.026280541,0.093257411,0.087321055,-0.089907621,-0.077855189,0.037033061,0.024941836
47,-0.070791508,0.19353088,-0.069947528,0.148403809,-0.11076985,0.051532286,-0.130666537,0.02669604,-0.1978957,-0.164945265,-0.122065767,0.094577268,0.414876783,0.022937365,-0.11366673,0.665725303,-0.138260853,0.246755924,-0.148594093,-0.120086795,0.063537384,-0.043604209,-0.067450067,-0.088855852,0.008220034,0.544863517,-0.062852227,0.681940647,-0.119020426,-0.190333955,-0.165051021,-0.087203586,-0.002087713,-0.055878916,-0.052769418
48,-0.01656432,0.114281134,0.03645695,-0.044000346,-0.09327313,0.075040739,-0.035790798,0.052502637,0.100711038,-0.019785282,-0.005318894,-0.156426891,-0.1710907,-0.050985666,0.158117596,-0.02910889,-0.00263309,-0.040806104,-0.012851684,-0.04460315,0.082047348,0.139949264,-0.04501203,-0.003557465,0.076552796,-0.059252808,-0.084148027,-0.021126989,0.052340234,-0.007410873,0.028703809,0.109969918,-0.061037816,0.035560251,-0.061502722
49,0.22791895,0.073072316,0.010603401,-0.045239524,0.022121146,-0.020745634,0.103278852,0.050713733,-0.058499468,-0.031191744,0.066336225,-0.050879448,-0.230837124,-0.02466965,-0.110614943,-0.125654184,0.103284254,-0.117445925,-0.027141642,0.112573955,-0.032511754,-0.007961933,0.035328656,-0.002314514,0.025222284,-0.099716099,-0.117382078,-0.053324387,-0.026859826,-0.045325923,0.040718798,-0.112590637,0.201643271,-0.064312399,0.010858648
50,-0.02114351,-0.06639428,-0.005042085,-0.038430419,0.058901848,0.03551509,0.121141102,-0.015495714,0.066087962,-0.000616451,0.057010987,-0.07484368,-0.192570268,0.01562927,0.140555871,-0.134643322,0.100124702,-0.082340191,-0.001343423,0.050363705,0.062780949,-0.073561377,0.021293844,-0.026772043,0.092996914,-0.122350846,-0.213356351,-0.055387784,0.001187636,0.090585502,0.06580369,-0.08904234,-0.079490865,-0.006372399,-0.011989838
51,0.00471538,-0.157775702,0.04969804,-0.033677737,0.303641382,-0.030964946,-0.047629814,0.015797141,0.205352438,-0.024856877,-0.104747274,-0.17718442,-0.384521977,-0.092516997,0.136178358,-0.073362885,-0.080113749,-0.094146611,-0.109795149,-0.122234441,-0.046977156,-0.071944918,-0.099590889,0.033823438,-0.009738858,0.058975482,-0.052541071,-0.018919731,0.076271851,0.076748425,0.02458214,-0.128359179,-0.02468837,-0.078525765,0.040493624
52,-0.028936289,0.288990595,0.017133489,0.035379984,-0.140281309,0.053875044,0.047147324,-0.096283269,0.079272391,-0.008429599,-0.094613894,-0.008301858,0.232058425,-0.063164675,-0.053470986,0.187883194,0.070013146,0.080435006,-0.097738259,0.018138183,-0.015581589,0.090051813,-0.002161539,0.008092815,0.088162845,0.052757291,-0.116359659,0.023942648,-0.067333337,0.063551729,0.051852345,0.109928388,0.007551714,-0.060163959,-0.069949759
53,-0.018994894,-0.012533389,-0.010262306,0.111222003,-0.013047362,-0.059339004,0.209597045,0.05215364,-0.036262785,0.040708944,0.127274371,-0.006453697,-0.061200987,-0.078425569,0.205579537,-0.082089424,-0.10395482,0.021739043,-0.054289052,0.129394892,-0.088940911,-0.146833585,-0.01227129,-0.070145747,-0.124951772,-0.020666604,-0.15011526,-0.072726672,0.019410831,0.093904764,-0.095255622,0.000739828,-0.058418243,-0.089404389,0.003915124
54,0.1376396,0.057183991,0.034687138,0.10439737,-0.058373691,0.016868741,-0.077028818,-0.131391571,-0.159119223,-0.066233069,-0.000967343,0.025268611,0.531097257,0.141484482,-0.108934166,0.256475612,-0.107462858,0.127405877,0.009282716,-0.049168134,0.07196166,-0.019893234,-0.027024159,-0.033926085,-0.024755225,0.067221703,-0.058282348,0.073081855,-0.011528952,-0.123629023,-0.088572735,0.281591542,-0.004990285,0.023041668,0.050160279
55,0.020938852,-0.037454662,0.116318693,0.026612494,-0.046210133,-0.047095051,0.082340476,0.220127849,-0.08487655,0.057983908,0.163809777,0.103065918,-0.17558387,-0.090318927,0.227335774,-0.115104778,-0.116277821,-0.005480536,0.050858875,0.007217281,-0.019815797,-0.052950097,-0.04121329,-0.036806632,-0.061595064,-0.107346225,-0.096499895,-0.100207668,0.005439036,-0.021558301,0.00416608,0.086242681,0.025640205,-0.093166007,-0.093730326
56,-0.015665799,0.104061845,-0.050834184,-0.1122628,-0.167861288,-0.065658351,-0.050993678,0.015403419,-0.103416684,0.207153792,-0.050373312,-0.124624604,0.374062671,0.192874918,-0.174407369,0.230397939,-0.033481961,0.074875646,0.098108596,-0.024441693,0.144257949,-0.006324858,0.064767676,0.041511043,0.1750752,0.045905317,-0.149615041,0.224446889,-0.083891615,-0.055564904,-0.052652723,0.020249808,0.030981752,0.125932518,0.018226083
57,0.2405635,0.084359822,0.024625369,0.089150349,0.004544023,-0.057433523,0.080337932,-0.011612988,-0.01540481,-0.016933511,-6.19E-05,-0.167797326,0.084129177,-0.045752224,-0.107991197,-0.096464276,-0.071882295,0.031289411,-0.06275006,0.038229038,-0.069969925,0.213160251,0.034059832,0.077877509,0.061160276,-0.032185683,-0.104126501,-0.052168496,0.043567197,-0.100932591,-0.071132369,-0.0270772,0.035895807,-0.031469324,0.077431098
